"# key,value,tags"
"גְּפָנִים (GEFANIM)","Vines, Grape Plants","#definition,#hebrew"
"גֵּר (GEIR)","Stranger; Alien","#definition,#hebrew"
"גֱּרֶב (GEREV)","Sock","#definition,#hebrew"
"גַּרבוֹנִים (GARVONIM)","Panty hose","#definition,#hebrew"
"גַּרְבִּיוֹנִים (GARBIONIM)","Elastic Pants","#definition,#hebrew"
"גַּרבִּיוֹנִים (GARBIONIM)","Stocking hose","#definition,#hebrew"
"גַּרְבַּיִם  גַּרְבַּיִים (GARBAYIM GARBAYIM)","Socks","#definition,#hebrew"
"גָּרַב  לִגְרב  לגרוב (GARAV LIGRV LGRVV)","Put on socks","#definition,#hebrew"
"גִּרְגֵּר (GIRGEIR)","Pick Berries, To","#definition,#hebrew"
"גַּרְדֵּנִית (GARDEINIT)","Gardenia","#definition,#hebrew"
"גָּרֶדֶת (GAREDET)","Scabies","#definition,#hebrew"
"גָּרוֹן (GARON)","Throat","#definition,#hebrew"
"גְּרוֹנוֹת (GERONOT)","Throats","#definition,#hebrew"
"גֶרוּעַ (GERUA)","Shank bone","#definition,#hebrew"
"גֶרוּש (GERUSh)","Divorced man","#definition,#hebrew"
"גְּרִיָּה (GERYYAH)","Itch","#definition,#hebrew"
"גְּרִיּוּת (GERYYUT)","Allergy","#definition,#hebrew"
"גָּר  לָגוּר (GAR LAGUR)","Live; Reside; Dwell, To","#definition,#hebrew"
"גְרַם (GERAM)","Gram","#definition,#hebrew"
"גֶּרֶם (GEREM)","Bone, Self","#definition,#hebrew"
"גָרַם לְ (GARAM LE)","Cause, To","#definition,#hebrew"
"גֶרְמַנְיָה (GERMANYAH)","Germany","#definition,#hebrew"
"גֹּרֶן  גּוֹרֶן (GOREN GOREN)","Threshing Floor","#definition,#hebrew"
"גְרֶנָדָה (GERENADAH)","Grenada","#definition,#hebrew"
"גֶרַניוּם  גֶרַניוֹן (GERANYUM GERANYON)","Geranium","#definition,#hebrew"
"גָּרַר (GARAR)","Drag; Pull; Tow; Effect","#definition,#hebrew"
"גָּרַש (GARASh)","Cast out; Drive out","#definition,#hebrew"
"גֵּרֵשׁ (GEIREISH)","Divorce; Expel","#definition,#hebrew"
"גֶרֶשׁ  לְגָרֵש (GERESH LEGAREISh)","Expel; Deport; Banish","#definition,#hebrew"
"גָּשוּם (GAShUM)","Rainy","#definition,#hebrew"
"גָּשִׁישׁ (GASHISH)","Splint","#definition,#hebrew"
"גֶּשֶם (GEShEM)","Rain","#definition,#hebrew"
"גֶּשֶם מְקוֹמִי (GEShEM MEKOMI)","Rain, Local","#definition,#hebrew"
"גֶשֶם קוֹפָה (GEShEM KOFAH)","Freezing Rain","#definition,#hebrew"
"גֶּשֶׁר (GESHER)","Bridge","#definition,#hebrew"
"גְּשָׁרים (GESHARYM)","Bridges","#definition,#hebrew"
"דְאָבוֹן (DE AVON)","Sorrow, Regret","#definition,#hebrew"
"דְּאָגָה (DE AGAH)","Worry","#definition,#hebrew"
"דָאַג  לִדאוֹג (DA AG LID OG)","Care; Concern; Worry, To","#definition,#hebrew"
"דֹּאַר  דּוֹאַר (DO AR DO AR)","Post office; mail","#definition,#hebrew"
"דֹּאַר  דּוֹאַר  שִׁרְיוֹן  מִכְתָּבִים (DO AR DO AR SHIRYON MIKHTAVIM)","Mail  N","#definition,#hebrew"
"דָּבוּר (DAVUR)","Large Bee; Bumblebee","#definition,#hebrew"
"דִּבּוּר (DIBBUR)","Word; Speech","#definition,#hebrew"
"דְּבוֹרָה (DEVORAH)","Bee","#definition,#hebrew"
"דְּבוֹרָה (DEVORAH)","Deborah","#definition,#hebrew"
"דְּבִיר (DEVIR)","Holy of Holies","#definition,#hebrew"
"דָּבַק (DAVAK)","Cling; Attach; Join, To","#definition,#hebrew"
"דֶּבֶק (DEVEK)","Glue, Paste","#definition,#hebrew"
"דִּבְקוֹן (DIVKON)","Mistletoe","#definition,#hebrew"
"דָּבָר (DAVAR)","Word; Thing","#definition,#hebrew"
"דֶבֶר (DEVER)","Pestilence","#definition,#hebrew"
"דַּבֵּר  אַתָּה (DABBEIR  ATTAH)","Speak, You M","#definition,#hebrew"
"דִּבֵּר  דִּיבֵּר  לְדַבֵּר (DIBBEIR DIBEIR LEDABBEIR)","Speak, To","#definition,#hebrew"
"דִבֵּר  הוּא (DIBBEIR HU )","Spoke, He","#definition,#hebrew"
"דַּבְּרוּ  אַתֶּם (DABBERU  ATTEM)","Speak, You M P","#definition,#hebrew"
"דִבְּרוּ  הֵם הֵן (DIBBERU HEIM HEIN)","Spoke, They M F","#definition,#hebrew"
"דַבְרִי  אַתְּ (DAVRI  ATT)","Speak, You F","#definition,#hebrew"
"דַּבֵּר יוֹתֵר בְּקוֹל (DABBEIR YOTEIR BEKOL)","Speak Louder M","#definition,#hebrew"
"דַּבְּרִי יוֹתֵר בְּקוֹל (DABBERI YOTEIR BEKOL)","Speak Louder F","#definition,#hebrew"
"דְבַרִים (DEVARIM)","Deuteronomy, Devarim, Things","#definition,#hebrew"
"דְּבָרִים (DEVARIM)","Things; Words","#definition,#hebrew"
"דְבָרִים לַעָשׂוֹת (DEVARIM LAASOT)","Things to do","#definition,#hebrew"
"דַּבֵּרְנָה  אַתֶּן (DABBEIRNAH  ATTEN)","Speak, You F P","#definition,#hebrew"
"דִבַּרְנוּ  אֲנַחְנוּ (DIBBARNU  ANACHNU)","Spoke, We","#definition,#hebrew"
"דִבַּרְתְּ  אַתְּ (DIBBART  ATT)","Spoke, You F","#definition,#hebrew"
"דִבַּרְתָּ  אַתָּה (DIBBARTA  ATTAH)","Spoke, You M","#definition,#hebrew"
"דִבְּרָתּ  הִיא (DIBBERATT HI )","Spoke, She","#definition,#hebrew"
"דִבַּרְתִּי  אֲנִי (DIBBARTI  ANI)","Spoke, I","#definition,#hebrew"
"דִבַּרְתֶּם  אַתֶּם (DIBBARTEM  ATTEM)","Spoke, You M P","#definition,#hebrew"
"דִבַּרְתֶּן  אַתֶּן (DIBBARTEN  ATTEN)","Spoke, You F P","#definition,#hebrew"
"דְּבַשׁ (DEVASH)","Honey","#definition,#hebrew"
"דַבֶּשֶת (DABBEShET)","Hump, of camel","#definition,#hebrew"
"דָּג (DAG)","Fish","#definition,#hebrew"
"דַּג הַמִּקְפָּא (DAG HAMMIKPA )","Jellyfish","#definition,#hebrew"
"דַג זָהָב (DAG ZAHAV)","Golden Fish","#definition,#hebrew"
"דָּגִים (DAGIM)","Fishes","#definition,#hebrew"
"דָּגִים (DAGIM)","Fish P","#definition,#hebrew"
"דְּגִירָה (DEGIRAH)","Incubation","#definition,#hebrew"
"דֶּגֶל (DEGEL)","Flag","#definition,#hebrew"
"דַג מָלוּחַ (DAG MALUACH)","Herring","#definition,#hebrew"
"דָגָן (DAGAN)","Corn; Grain; Cereal","#definition,#hebrew"
"דְּגַנִים (DEGANIM)","Cereals","#definition,#hebrew"
"דְּגָנִים (DEGANIM)","Corns; Grains; Cereals","#definition,#hebrew"
"דָּגַר (DAGAR)","Hatch","#definition,#hebrew"
"ד דַלֱת (D DALET)","Dalet","#definition,#hebrew"
"דהר (DHR)","Gallop","#definition,#hebrew"
"דּוֹאֵר אֵלֶקטְרוֹנִי (DO EIR  EILEKTERONI)","Electronic Mail; Email","#definition,#hebrew"
"דַּוּאר  דַּוָּר (DAU R DAVVAR)","Mailman","#definition,#hebrew"
"דִּוְאֵר  שִׁרְיֵן  שָׁלַח בַּדֹאַר (DIV EIR SHIRYEIN SHALACH BADO AR)","Mail, To","#definition,#hebrew"
"דוֹב (DOV)","Bear","#definition,#hebrew"
"דוּבְדְבַן  דֻבְדְבַן (DUVDEVAN DUVDEVAN)","Cherry, Tree","#definition,#hebrew"
"דּוּבְדְבַנִיָּה  דֻּבְדְבַנִיָּה (DUVDEVANYYAH DUVDEVANYYAH)","Cherry","#definition,#hebrew"
"דָּוִד (DAVID)","David","#definition,#hebrew"
"דּוֹדָ (DODA)","Uncle, Hers","#definition,#hebrew"
"דּוֹד (DOD)","Uncle; Beloved","#definition,#hebrew"
"דּוֹד (DOD)","Uncle","#definition,#hebrew"
"דּוּדָא (DUDA )","Mandrake","#definition,#hebrew"
"דּוּדָאִם (DUDA IM)","Mandrakes","#definition,#hebrew"
"דּוֹדָה (DODAH)","Aunt","#definition,#hebrew"
"דּוֹדוֹ (DODO)","Uncle, His","#definition,#hebrew"
"דּוֹדוֹתַי (DODOTAY)","Aunts, Mine","#definition,#hebrew"
"דּוֹדוֹתֶיהָ (DODOTEYHA)","Aunts, Hers","#definition,#hebrew"
"דּוֹדוֹתֵיהֶם (DODOTEIHEM)","Aunts, Theirs M P","#definition,#hebrew"
"דּוֹדוֹתֵיהֶן (DODOTEIHEN)","Aunts, Theirs F P","#definition,#hebrew"
"דּוֹדוֹתָיו (DODOTAYV)","Aunts, His","#definition,#hebrew"
"דּוֹדוֹתַיךְ (DODOTAYKH)","Aunts, Yours F S","#definition,#hebrew"
"דּוֹדוֹתֶיךָ (DODOTEYKHA)","Aunts, Yours M S","#definition,#hebrew"
"דּוֹדוֹתֵיכֶם (DODOTEIKHEM)","Aunts, Yours M P","#definition,#hebrew"
"דּוֹדוֹתֵיכֶן (DODOTEIKHEN)","Aunts, Yours F P","#definition,#hebrew"
"דּוֹדוֹתֵינוּ (DODOTEINU)","Aunts, Ours","#definition,#hebrew"
"דּוֹדַי (DODAY)","Uncles Mine","#definition,#hebrew"
"דּוֹדִי (DODI)","Uncle, Mine","#definition,#hebrew"
"דּוֹדֶיהָ (DODEYHA)","Uncles, Hers","#definition,#hebrew"
"דּוֹדֵיהֶם (DODEIHEM)","Uncles, Theirs M P","#definition,#hebrew"
"דּוֹדֵיהֶן (DODEIHEN)","Uncles, Theirs F P","#definition,#hebrew"
"דּוֹדָיו (DODAYV)","Uncles, His","#definition,#hebrew"
"דּוֹדֶיִךְ (DODEYIKH)","Uncles, Your F S","#definition,#hebrew"
"דּוֹדֶיךָ (DODEYKHA)","Uncles, Yours M S","#definition,#hebrew"
"דּוֹדֵיכֶם (DODEIKHEM)","Uncles, Yours M P","#definition,#hebrew"
"דּוֹדֵיכֶן (DODEIKHEN)","Uncles, Yours F P","#definition,#hebrew"
"דּוֹדֵינוּ (DODEINU)","Uncles, Ours","#definition,#hebrew"
"דּוֹדֵךְ (DODEIKH)","Uncle, Yours F","#definition,#hebrew"
"דּוֹדְךָ (DODKHA)","Uncle, Yours M S","#definition,#hebrew"
"דּוֹדְכֶם (DODKHEM)","Uncle, Yours M P","#definition,#hebrew"
"דּוֹדְכֶן (DODKHEN)","Uncle, Yours F P","#definition,#hebrew"
"דּוֹדָם (DODAM)","Uncle, Theirs M P","#definition,#hebrew"
"דּוֹדָן (DODAN)","Uncle, Theirs F P","#definition,#hebrew"
"דּוֹדֵנוּ (DODEINU)","Uncle, Ours","#definition,#hebrew"
"דּוֹדָתָ (DODATA)","Aunt, Hers","#definition,#hebrew"
"דּוֹדָתוֹ (DODATO)","Aunt, His","#definition,#hebrew"
"דּוֹדָתִי (DODATI)","Aunt, Mine","#definition,#hebrew"
"דּוֹדָתֵךְ (DODATEIKH)","Aunt, Yours F S","#definition,#hebrew"
"דּוֹדָתְךָ (DODATKHA)","Aunt, Yours M S","#definition,#hebrew"
"דּוֹדַתְכֶם (DODATKHEM)","Aunt, Yours M P","#definition,#hebrew"
"דּוֹדַתְכֶן (DODATKHEN)","Aunt, Yours F P","#definition,#hebrew"
"דּוֹדָתָם (DODATAM)","Aunt, Theirs M P","#definition,#hebrew"
"דּוֹדָתָן (DODATAN)","Aunt, Theirs F P","#definition,#hebrew"
"דּוֹדָתֵנוּ (DODATEINU)","Aunt, Ours","#definition,#hebrew"
"דָּוֶה  דָּווּי (DAVEH DAVUY)","Sick M; Menstruating","#definition,#hebrew"
"דָּוָה  דָּווּיָה (DAVAH DAVUYAH)","Sick F; Menstruating F","#definition,#hebrew"
"דּוֹח חֲנָייָה (DOCH CHANAYYAH)","Parking ticket","#definition,#hebrew"
"דּוֹחֵק  מֵאִיץ  תׇּכוּף (DOCHEIK MEI ITZ TOKHUF)","Urgent","#definition,#hebrew"
"דוֹח תּנוּעָה (DOCH TNU"AH)","Speeding ticket","#definition,#hebrew"
"דּוֹכָן  עַמּדה  עמוד (DOKHAN "AMMDH "MVD)","Stand","#definition,#hebrew"
"דוֹלְפִין  שִׁבּוּט (DOLFIN SHIBBUT)","Dolphin","#definition,#hebrew"
"דּוֹלָר (DOLAR)","Dollar","#definition,#hebrew"
"דּוּ לְשׁוֹנִי (DU LESHONI)","Bilingual","#definition,#hebrew"
"דוֹם (DOM)","Silently","#definition,#hebrew"
"דּוֹמֶה (DOMEH)","Resembling; Similar","#definition,#hebrew"
"דּוּמָה (DUMAH)","Grave","#definition,#hebrew"
"דּוֹמֵם  מַחֲשֶׁה  שׁוֹתֵק  שׁוֹקֵט (DOMEIM MACHASHEH SHOTEIK SHOKEIT)","Still; Yet","#definition,#hebrew"
"דוֹפֶק (DOFEK)","Pulse","#definition,#hebrew"
"דַּוְקָא  דַּוְקָה (DAVKA  DAVKAH)","Exactly; Only; Thus","#definition,#hebrew"
"דּוֹקְטוֹר (DOKTOR)","Doctor","#definition,#hebrew"
"דוּקִים (DUKIM)","Chinese sticks","#definition,#hebrew"
"דּוֹר (DOR)","Generation","#definition,#hebrew"
"דַּוָּר  דַּווָר (DAVVAR DAVVAR)","Mailman","#definition,#hebrew"
"דַּוָּרִית  דוורית (DAVVARIT DVVRYT)","Mailwoman","#definition,#hebrew"
"דּוּ שִׂיחַ  דִיאַלוֹג (DU SIACH DI ALOG)","Dialogue","#definition,#hebrew"
"דָּחָה (DACHAH)","Delay; Defer, To","#definition,#hebrew"
"דָּחוּף (DACHUF)","Urgent M","#definition,#hebrew"
"דְּחוּפָה (DECHUFAH)","Urgent F","#definition,#hebrew"
"דֵחִיסָה (DEICHISAH)","Compression","#definition,#hebrew"
"דַּחְלִיל (DACHLIL)","Scarecrow","#definition,#hebrew"
"דַחַף (DACHAF)","Impulse","#definition,#hebrew"
"דַּי (DAY)","Enough","#definition,#hebrew"
"דֵּי (DEI)","Enough of","#definition,#hebrew"
"דִיאֵטָא (DI EITA )","Diet","#definition,#hebrew"
"דַּיָּג (DAYYAG)","Fisherman","#definition,#hebrew"
"דַּיָּגִים (DAYYAGIM)","Fishermen","#definition,#hebrew"
"דִידַקטִי (DIDAKTI)","Didactic","#definition,#hebrew"
"דְּיוֹ (DEYO)","Ink","#definition,#hebrew"
"דִיוַן (DIVAN)","Divan","#definition,#hebrew"
"דְיוּנָה (DEYUNAH)","Dune","#definition,#hebrew"
"דִיוַנִים (DIVANIM)","Divanes","#definition,#hebrew"
"דִּיוּק (DIUK)","Exactness","#definition,#hebrew"
"דַּייָל  דַּיָּל (DAYYAL DAYYAL)","Steward","#definition,#hebrew"
"דַּייֶלת  דַּיֶּלֶת (DAYYELT DAYYELET)","Stewardess","#definition,#hebrew"
"דִילֵג  לְדַלֵג עַל (DILEIG LEDALEIG "AL)","Skip, To; Jump over, To","#definition,#hebrew"
"דִילֵג  לְדַלֵג עַל (DILEIG LEDALEIG AL)","Skip, To; Jump over, To","#definition,#hebrew"
"דִּין (DIN)","Judgment; Justice; Law","#definition,#hebrew"
"דִּינָה (DINAH)","Dina","#definition,#hebrew"
"דַּיְסָה (DAYSAH)","Cereal; Porridge","#definition,#hebrew"
"דִיקטָטוּרָה (DIKTATURAH)","Dictatorship","#definition,#hebrew"
"דַּיְקָמוּת (DAYKAMUT)","Exactitude N","#definition,#hebrew"
"דִּירָה (DIRAH)","Apartment","#definition,#hebrew"
"דִּירוֹת (DIROT)","Apartments","#definition,#hebrew"
"דִּישֹׁן  דִּישׁוֹן (DISHON DISHON)","Antelope","#definition,#hebrew"
"דַּכָּא (DAKKA )","Subdued M","#definition,#hebrew"
"דִּכָּא (DIKKA )","Oppress, To; Subdue, To","#definition,#hebrew"
"דַּכָּאָה (DAKKA AH)","Subdued F","#definition,#hebrew"
"דַּל (DAL)","Poor M, Thin M","#definition,#hebrew"
"דַּלָּה (DALLAH)","Poor F, Thin F","#definition,#hebrew"
"דְלִי (DELI)","Bucket; Pail","#definition,#hebrew"
"דְּלִילָה (DELILAH)","Delilah","#definition,#hebrew"
"דֶלִיקָטֶס (DELIKATES)","Delicacy, Food","#definition,#hebrew"
"דָל נַתְרָן (DAL NATRAN)","Low sodium","#definition,#hebrew"
"דְּלַעַת  קִשּׁוּא (DELA"AT KISHSHU )","Squash","#definition,#hebrew"
"דֶּלֶף (DELEF)","Leak","#definition,#hebrew"
"דָּלַק (DALAK)","Burn, To","#definition,#hebrew"
"דְּלֶק (DELEK)","Fuel; Inflammable material","#definition,#hebrew"
"דָל שׁוּמָן (DAL SHUMAN)","Low Fat","#definition,#hebrew"
"דֶּלֶת (DELET)","Door","#definition,#hebrew"
"דְּלָתוֹת (DELATOT)","Doors","#definition,#hebrew"
"דָּם (DAM)","Blood","#definition,#hebrew"
"דִּמְדּוּם (DIMDUM)","Dim Light; Twilight","#definition,#hebrew"
"דִּמָּה (DIMMAH)","Compare To; Imagine, To","#definition,#hebrew"
"דָּמָה לְ (DAMAH LE)","Resemble","#definition,#hebrew"
"דְּמוּת (DEMUT)","Likeness; Image; Figure; Shape","#definition,#hebrew"
"דִּמְיוֹנִי (DIMYONI)","Imaginary M","#definition,#hebrew"
"דִּמְיוֹנִית (DIMYONIT)","Imaginary F","#definition,#hebrew"
"דְמֵי כְּנִיסָה (DEMEI KENISAH)","Entrance Fee","#definition,#hebrew"
"דָמִים  דְמֵי (DAMIM DEMEI)","Blood; Money","#definition,#hebrew"
"דָמַם  דִּימֵּם (DAMAM DIMEIM)","Bleed, To","#definition,#hebrew"
"דְּמָמָה  מִזְקֶקֶת  מַזְקֵקָה (DEMAMAH MIZKEKET MAZKEIKAH)","Still N","#definition,#hebrew"
"דָמַם  לְדמוֹם (DAMAM LEDMOM)","Become silent, Stand ill","#definition,#hebrew"
"דִּמְעָה (DIMAH)","Tear","#definition,#hebrew"
"דָמַע  הִדְמִיעַ (DAMA" HIDMIA)","Shed tears, To","#definition,#hebrew"
"דִמעוֹת תַנִין (DIMOT TANIN)","Crocodile tears","#definition,#hebrew"
"דַמְקָה (DAMKAH)","Checkers","#definition,#hebrew"
"דָּן (DAN)","Dan","#definition,#hebrew"
"דָּן (DAN)","Discuss, To; Judge, To","#definition,#hebrew"
"דָנִיֵאל (DANIEI L)","Daniel","#definition,#hebrew"
"דֶנְיָה (DENYAH)","Denmark","#definition,#hebrew"
"דְנִי חֲנוּכָה (DENI CHANUKHAH)","Chanukah gilt, money","#definition,#hebrew"
"דִנֵי מִשׁפָּחָה (DINEI MISHPACHAH)","Family law","#definition,#hebrew"
"דִּנִי נַדליּן (DINI NADLYN)","Property law","#definition,#hebrew"
"דַּע מֵאַיִן בָּאתָ (DA MEI AYIN BA TA)","Know from where you came","#definition,#hebrew"
"דַּעַת (DAAT)","Knowledge","#definition,#hebrew"
"דִפְדַף (DIFDAF)","Turn pages; Browse V","#definition,#hebrew"
"דפדפן נטסקייפ (DFDFN NTSKYYF)","Netscape Navigator","#definition,#hebrew"
"דְּפוּס (DEFUS)","Printing press; Form, Mold","#definition,#hebrew"
"דָּפַק  לִדְפּק (DAFAK LIDPK)","Knock; Beat, to","#definition,#hebrew"
"דֶּצֶמְבֶּר (DETZEMBER)","December","#definition,#hebrew"
"דַּק (DAK)","Minute M","#definition,#hebrew"
"דִּקְדּוּק (DIKDUK)","Grammar","#definition,#hebrew"
"דַּקַה (DAKAH)","Minute","#definition,#hebrew"
"דַּקוֹת (DAKOT)","Minutes F P","#definition,#hebrew"
"דַק חֶשבּוֹן  חֶשבּוֹן בַּנק (DAK CHEShBON CHEShBON BANK)","Bank Statement","#definition,#hebrew"
"דַּקִים (DAKIM)","Minutes M P","#definition,#hebrew"
"דֶקְל  תֹמֶר (DEKL TOMER)","Palm Tree","#definition,#hebrew"
"דְּקַר (DEKAR)","Pierce; Prick; Stab, To","#definition,#hebrew"
"דר (DR)","Dr.","#definition,#hebrew"
"דְרַאגאֹן (DERA G ON)","Dragon","#definition,#hebrew"
"דָּר ב (DAR V)","Dwell in","#definition,#hebrew"
"דַּרְבָּן (DARBAN)","Porcupine","#definition,#hebrew"
"דֶּרַגנוֹעַ (DERAGNOA)","Escalator","#definition,#hebrew"
"דּרְדַּק (DREDAK)","Pupil; Child Beginner","#definition,#hebrew"
"דָּרוֹם (DAROM)","South","#definition,#hebrew"
"דְּרוּם אַפְרִיקָה (DERUM  AFRIKAH)","South Africa","#definition,#hebrew"
"דְּרוֹר  אַנְקוֹר (DEROR  ANKOR)","Sparrow","#definition,#hebrew"
"דְרוּש (DERUSh)","Required M","#definition,#hebrew"
"דְרוּשָה (DERUShAH)","Required F, Requisite","#definition,#hebrew"
"דְרִישַׂת שָׁלוֹם לְ (DERISAT SHALOM LE)","Greetings to; Regards to","#definition,#hebrew"
"דָּרַךְ (DARAKH)","Step, Walk, To","#definition,#hebrew"
"דֶּרֶךְ (DEREKH)","Road; Way","#definition,#hebrew"
"דֶּרֶךְ (DEREKH)","Through","#definition,#hebrew"
"דֶרֶךְ אַגַּב (DEREKH  AGGAV)","By the way...","#definition,#hebrew"
"דֶרֶך הַיִּעוּד (DEREKH HAYYIUD)","Indicative","#definition,#hebrew"
"דַּרְכּוֹן (DARKON)","Passport","#definition,#hebrew"
"דְּרָכִים (DERAKHIM)","Roads; Ways","#definition,#hebrew"
"דֶרֶך צְלַחָה (DEREKH TZELACHAH)","Bon Voyage","#definition,#hebrew"
"דָּרַשׁ (DARASH)","Demand; Ask; Inquire, To","#definition,#hebrew"
"דְּרָשָׁה (DERASHAH)","Inquiry","#definition,#hebrew"
"דָּשָׁא (DASHA )","Sprout, To; Grow Grass, To","#definition,#hebrew"
"דָּת  אֱמוּנָה (DAT  EMUNAH)","Religion","#definition,#hebrew"
"דָּתִי (DATI)","Religious","#definition,#hebrew"
"הַ (AH)","The","#definition,#hebrew"
"הָאָבוֹת  אַבְרָהָם  יִצְחָק  וְיַעֲקֹב (HA AVOT  AVRAHAM YITZCHAK VEYAAKOV)","Patriarchs","#definition,#hebrew"
"הֶאֲבִיד (HE AVID)","Annihilate","#definition,#hebrew"
"הֵאָבְקוּת  קְרָב  מִלְחָמָה (HEI AVKUT KERAV MILCHAMAH)","Fight; War","#definition,#hebrew"
"הֶאֱדִיב  אדב (HE EDIV  DV)","Afflict, To","#definition,#hebrew"
"הֶאְדִּיר (HE DIR)","Magnify; Glorify, To","#definition,#hebrew"
"הֶאֲזִין (HE AZIN)","Listen to","#definition,#hebrew"
"הָאַחַד עָשָׂר (HA ACHAD ASAR)","Eleventh M","#definition,#hebrew"
"הָאַחַת עֶשְׂרֵה (HA ACHAT ESREIH)","Eleventh F","#definition,#hebrew"
"הָאִיטִי (HA ITI)","Haiti","#definition,#hebrew"
"האִייּם הַמַלְדִיוִויִיּם (H IYM HAMALDIVIVYYYM)","Maldives Islands","#definition,#hebrew"
"הֵאִיר (HEI IR)","Illuminate; Brighten","#definition,#hebrew"
"הֶאֱכִיל (HE EKHIL)","Feed, To","#definition,#hebrew"
"הָאָלֶף בֵּית הָעִבְּרִי (HA ALEF BEIT HAIBBERI)","The Hebrew Alphabet","#definition,#hebrew"
"הַאִם (HA IM)","Interrogative particle","#definition,#hebrew"
"הַאִם (HA IM)","Question marker","#definition,#hebrew"
"הַאִם אַתָּה מְדַבֵּר אַנְגְּלִית (HA IM  ATTAH MEDABBEIR  ANGELIT)","Do you speak English? M","#definition,#hebrew"
"הַאִם אַתָּה מְדַבֵּר סְפָרַדִּית (HA IM  ATTAH MEDABBEIR SEFARADDIT)","Do you speak Spanish? M","#definition,#hebrew"
"הַאִם אַתָּה מְדַבֵּר צָרְפָתִית (HA IM  ATTAH MEDABBEIR TZARFATIT)","Do you speak French? M","#definition,#hebrew"
"הַאִם אַתָּה מְדַבֵּר רוּסִית (HA IM  ATTAH MEDABBEIR RUSIT)","Do you speak Russian? M","#definition,#hebrew"
"הַאִם אַתְּ מְדַבֶּרֶת אַנְגְּלִית (HA IM  ATT MEDABBERET  ANGELIT)","Do you speak English? F","#definition,#hebrew"
"הַאִם אַתְּ מְדַבֶּרֶת סְפָרַדִּית (HA IM  ATT MEDABBERET SEFARADDIT)","Do you speak Spanish? F","#definition,#hebrew"
"הַאִם אַתְּ מְדַבֶּרֶת צָרְפָתִית (HA IM  ATT MEDABBERET TZARFATIT)","Do you speak French? F","#definition,#hebrew"
"הַאִם אַתְּ מְדַבֶּרֶת רוּסִית (HA IM  ATT MEDABBERET RUSIT)","Do you speak Russian? F","#definition,#hebrew"
"הַאִם הַמְּסָדָה הַזּוֹת טוֹבָה (HA IM HAMMESADAH HAZZOT TOVAH)","Is this a good restaurant?","#definition,#hebrew"
"הַאִם זֶה סֶרֶט טוֹב (HA IM ZEH SERET TOV)","Is this a good movie?","#definition,#hebrew"
"הֶאֲמִין (HE AMIN)","Believe, To","#definition,#hebrew"
"הָאֶמֵירוּיוֹת הַמְאוּחָדוֹת (HA EMEIRUYOT HAM UCHADOT)","The United Arab Emirates","#definition,#hebrew"
"הֶאֲרִיךְ (HE ARIKH)","Prolong; Lengthen, To","#definition,#hebrew"
"הַאֲרֶץ (HA ARETZ)","The Land; The Earth","#definition,#hebrew"
"הֶאֲשִׁים (HE ASHIM)","Accuse, Blame","#definition,#hebrew"
"הַבָּא  אַחַר (HABBA   ACHAR)","Next  Adj Adv","#definition,#hebrew"
"הַבָּא  אַחַר (HABBA   ACHAR)","Next","#definition,#hebrew"
"הֲבָאָה (HAVA AH)","Bringing; Taking","#definition,#hebrew"
"הַבָּא  הבָּאָה (HABBA  HBA AH)","Next; Following","#definition,#hebrew"
"הִבְדִיל בֵין (HIVDIL VEIN)","Differentiate Between, To","#definition,#hebrew"
"הִבְדִיל  לְהַבְדִיל (HIVDIL LEHAVDIL)","Differentiate; Distinguish, To","#definition,#hebrew"
"הַבְדָּלָה (HAVDALAH)","Habdalah; Differentiation","#definition,#hebrew"
"הַבְדָּלָה  בִּדּוּל (HAVDALAH BIDDUL)","Differentiation","#definition,#hebrew"
"הָבָה (HAVAH)","Come on; Let s","#definition,#hebrew"
"הִבהֵב  לְהֵבהֵב (HIVHEIV LEHEIVHEIV)","Flicker, To; Blink, To","#definition,#hebrew"
"הִבְהִיל (HIVHIL)","Frighten","#definition,#hebrew"
"הִבְטִיל  בטל (HIVTIL VTL)","Interrupt, To","#definition,#hebrew"
"הֵבִיא (HEIVI )","Bring, To","#definition,#hebrew"
"הִבִּיט (HIBBIT)","Look at, To","#definition,#hebrew"
"הֵבִין  לְהָבִין (HEIVIN LEHAVIN)","Understand, To","#definition,#hebrew"
"הֵבִישׁ (HEIVISH)","Put to Shame, To","#definition,#hebrew"
"הָבַל (HAVAL)","Vain, To Be","#definition,#hebrew"
"הֶבֶל (HEVEL)","Nothingness","#definition,#hebrew"
"הַבָּעָה (HABBAAH)","Expression, Facial","#definition,#hebrew"
"הִבְעִיר (HIV"IR)","Set on Fire","#definition,#hebrew"
"הֲבָרוּת (HAVARUT)","The Syllable","#definition,#hebrew"
"הִבְרִיחַ (HIVRIACH)","Cause to Flee; Bolt, To","#definition,#hebrew"
"הִבְרִישׁ (HIVRISH)","Brush, to","#definition,#hebrew"
"הֲגָאִים  הֲגָיִים (HAGA IM HAGAYIM)","Sounds; Moans; Rudders","#definition,#hebrew"
"הִגְבִּיל (HIGBIL)","Set Bounds; Limit, To","#definition,#hebrew"
"הִגְבִּיר (HIGBIR)","Strengthen, To","#definition,#hebrew"
"הַגָּדָה הַמַּעֲרָבִית (HAGGADAH HAMMAARAVIT)","The West Bank","#definition,#hebrew"
